driver_id,avg_monthly_net_income,income_std,coefficient_of_variation,min_income,months_with_income,tenure_months,active_days_monthly,trips_per_day,trips_per_month,completion_rate,cancellation_rate,avg_rating,peak_hour_share,weekend_share,income_slope_3m,recent_vs_historical_income,estimated_disposable_income,requested_emi_to_income,target_default
syn_01566,20981.28,10888.67,0.519,8392.51,8,8,14.5,7.7,112,0.6719,0.3248,4.28,0.62,0.367,-0.3278,0.672,9872.33,0.3406,1
syn_01567,47238.31,12982.87,0.2748,27764.0,12,14,20.0,10.9,217,0.8945,0.0643,4.51,0.374,0.44,0.0365,1.036,25119.63,0.1398,1
syn_01568,44028.83,14310.77,0.325,22562.68,12,14,17.7,10.2,181,0.8597,0.1374,4.52,0.385,0.351,-0.0997,0.9,25345.33,0.2126,1
syn_01569,66639.2,11703.58,0.1756,49083.84,12,21,26.8,18.7,501,0.955,0.036,4.9,0.668,0.39,0.0881,1.088,32160.8,0.1335,0
syn_01570,30217.83,12079.63,0.3998,12098.38,12,12,22.2,9.7,215,0.8997,0.1002,4.58,0.427,0.28,0.02,1.02,13416.53,0.2544,1
syn_01571,57056.44,8114.21,0.1422,44885.13,12,33,24.6,19.6,482,0.9622,0.0427,4.8,0.699,0.225,0.0151,1.015,32997.17,0.0559,0
syn_01572,41398.28,14432.75,0.3486,19749.16,9,9,22.3,9.7,216,0.8515,0.0682,4.6,0.653,0.312,0.0597,1.06,18853.6,0.2099,1
syn_01573,56948.43,4983.48,0.0875,49473.2,12,43,22.9,18.5,422,0.9625,0.023,4.92,0.424,0.32,0.1047,1.105,27506.8,0.1982,0
syn_01574,63164.25,6008.8,0.0951,54151.06,12,26,22.9,17.2,392,0.9712,0.0517,4.88,0.617,0.316,0.0449,1.045,35461.06,0.1022,0
syn_01575,31877.92,10266.65,0.3221,16477.95,12,19,19.1,11.5,220,0.8743,0.1484,4.7,0.557,0.325,0.0579,1.058,18232.02,0.1311,1
syn_01576,17125.77,11181.97,0.6529,6850.31,12,13,12.9,7.7,99,0.7834,0.1596,4.47,0.337,0.242,-0.1487,0.851,6869.22,0.5183,1
syn_01577,74090.94,9006.61,0.1216,60581.03,12,21,28.8,19.3,557,0.9321,0.0338,4.86,0.626,0.258,0.0485,1.049,43992.63,0.1056,0
syn_01578,79288.41,11301.14,0.1425,62336.69,12,39,23.8,14.4,343,0.9401,0.0264,4.85,0.642,0.325,0.0811,1.081,46764.67,0.0688,0
syn_01579,18586.68,8212.72,0.4419,7434.67,8,8,14.6,8.2,119,0.7527,0.2986,4.4,0.36,0.304,-0.337,0.663,9171.77,0.458,1
syn_01580,50922.72,5213.37,0.1024,43102.66,12,28,23.1,16.4,378,0.9826,0.0203,4.85,0.384,0.448,0.0123,1.012,30043.12,0.1981,0
syn_01581,33443.98,8480.2,0.2536,20723.68,10,10,16.9,13.8,232,0.8696,0.1168,4.58,0.641,0.23,-0.0227,0.977,18006.0,0.1658,1
syn_01582,19535.82,11240.19,0.5754,7814.33,3,3,13.5,5.6,75,0.7858,0.3444,4.18,0.617,0.215,-0.0815,0.919,8064.65,0.3729,1
syn_01583,19813.31,8736.67,0.4409,7925.32,10,10,15.5,8.6,133,0.7113,0.2332,4.45,0.659,0.254,-0.2483,0.752,8276.88,0.2497,1
syn_01584,28698.27,11070.6,0.3858,12092.38,12,22,18.9,12.9,244,0.8572,0.1226,4.56,0.368,0.298,-0.145,0.855,17125.02,0.3375,1
syn_01585,45314.15,14480.22,0.3196,23593.82,11,11,18.6,13.0,240,0.8541,0.0913,4.68,0.578,0.327,-0.0787,0.921,19868.93,0.1149,1
syn_01586,52724.49,8593.14,0.163,39834.79,12,47,28.2,19.2,541,0.9817,0.0268,4.81,0.602,0.337,0.1203,1.12,24151.17,0.1242,0
syn_01587,70302.2,5741.17,0.0817,61690.45,12,32,26.5,17.9,472,0.9354,0.0476,4.82,0.479,0.377,0.0054,1.005,32674.36,0.103,0
syn_01588,65114.5,13811.12,0.2121,44397.82,12,43,22.6,17.6,397,0.9737,0.04,4.76,0.517,0.392,0.1445,1.144,35822.38,0.0873,0
syn_01589,65118.72,8804.97,0.1352,51911.26,12,31,28.4,20.7,586,0.9518,0.01,4.96,0.682,0.258,-0.0251,0.975,37086.92,0.0799,0
syn_01590,74446.19,13549.67,0.182,54121.69,12,47,23.3,19.9,464,0.9443,0.0365,4.89,0.483,0.366,0.0719,1.072,34815.48,0.1281,0
syn_01591,51986.16,7205.6,0.1386,41177.76,12,27,28.9,15.6,450,0.9572,0.0472,4.75,0.304,0.36,0.1301,1.13,22155.3,0.1246,0
syn_01592,72914.34,10936.35,0.15,56509.83,12,42,23.5,18.7,439,0.9309,0.0195,4.89,0.699,0.337,0.1482,1.148,35099.4,0.1511,0
syn_01593,55493.9,5197.21,0.0937,47698.09,12,45,26.4,13.9,366,0.9461,0.0312,4.88,0.493,0.261,0.1483,1.148,29125.9,0.0899,0
syn_01594,31423.71,9462.82,0.3011,17229.48,12,16,19.0,14.9,283,0.9049,0.1261,4.72,0.599,0.346,0.0192,1.019,18511.38,0.2998,1
syn_01595,58168.78,6781.81,0.1166,47996.06,12,28,24.4,17.6,430,0.9798,0.0471,4.94,0.68,0.305,0.1267,1.127,30875.68,0.116,0
syn_01596,33981.77,11523.35,0.3391,16696.75,12,12,23.0,12.1,278,0.9136,0.1308,4.7,0.684,0.387,-0.0497,0.95,19084.7,0.186,0
syn_01597,79635.53,7112.73,0.0893,68966.44,12,25,27.9,16.2,452,0.9493,0.0516,4.77,0.381,0.323,0.0208,1.021,36647.22,0.1453,0
syn_01598,73006.32,5990.54,0.0821,64020.51,12,30,26.6,13.0,346,0.9244,0.0304,4.94,0.505,0.428,-0.021,0.979,33896.76,0.1095,0
syn_01599,68090.06,11092.42,0.1629,51451.43,12,22,22.2,13.8,306,0.931,0.0168,4.81,0.336,0.316,0.0408,1.041,28725.15,0.0932,0
syn_01600,29824.29,8526.37,0.2859,17034.72,11,11,18.7,10.8,202,0.8335,0.0826,4.67,0.399,0.33,-0.0612,0.939,14695.6,0.2614,1
syn_01601,66323.93,6995.81,0.1055,55830.22,12,30,23.8,15.0,356,0.9249,0.0274,4.98,0.618,0.438,0.0208,1.021,31131.3,0.1077,0
syn_01602,76390.3,12786.16,0.1674,57211.06,12,36,28.8,13.9,400,0.9508,0.0589,4.84,0.453,0.205,0.0979,1.098,35218.42,0.0429,0
syn_01603,71120.52,6751.9,0.0949,60992.66,12,44,22.4,20.2,453,0.9767,0.016,4.82,0.677,0.3,0.106,1.106,29065.75,0.1087,0
syn_01604,75288.81,11271.59,0.1497,58381.42,12,27,24.5,17.9,438,0.9293,0.0103,4.81,0.465,0.385,0.071,1.071,32726.37,0.1249,0
syn_01605,51993.54,7424.66,0.1428,40856.55,12,19,23.5,15.6,365,0.9654,0.0279,4.88,0.455,0.404,0.0325,1.032,30426.41,0.0869,0
syn_01606,64035.78,10915.96,0.1705,47661.83,12,21,26.2,19.4,508,0.924,0.0314,4.8,0.401,0.226,0.1018,1.102,34818.36,0.1695,0
syn_01607,79157.79,10758.48,0.1359,63020.07,12,34,23.5,14.5,341,0.9321,0.0196,4.93,0.489,0.282,-0.0378,0.962,39219.73,0.1513,0
syn_01608,57311.66,8086.39,0.1411,45182.08,12,45,24.5,13.8,336,0.933,0.0195,4.91,0.525,0.386,0.0313,1.031,26260.77,0.1751,0
syn_01609,42792.22,9900.24,0.2314,27941.85,12,17,21.1,10.6,224,0.8772,0.0818,4.71,0.642,0.355,-0.0395,0.961,18879.22,0.1836,1
syn_01610,32976.63,8835.02,0.2679,19724.11,12,22,19.6,13.5,264,0.8647,0.1171,4.61,0.615,0.312,-0.0096,0.99,18595.68,0.2709,1
syn_01611,73507.36,9255.42,0.1259,59624.24,12,18,24.5,16.0,392,0.9549,0.0451,4.93,0.571,0.362,0.0285,1.029,33509.3,0.122,0
syn_01612,66113.73,13137.05,0.1987,46408.16,12,42,28.8,21.6,622,0.9799,0.0105,4.95,0.315,0.393,-0.035,0.965,35963.57,0.1612,0
syn_01613,74158.27,13151.88,0.1773,54430.44,12,30,22.0,16.6,366,0.9229,0.0437,4.97,0.647,0.285,0.0811,1.081,39226.27,0.0677,0
syn_01614,33568.89,9210.91,0.2744,19752.53,12,16,19.8,9.9,196,0.9011,0.0662,4.52,0.589,0.438,-0.0713,0.929,16947.59,0.1403,1
syn_01615,46710.43,13939.64,0.2984,25800.97,10,10,19.3,11.5,222,0.8481,0.1406,4.58,0.582,0.341,-0.0169,0.983,20577.11,0.1165,1
syn_01616,29637.29,10493.17,0.3541,13897.53,12,17,19.3,11.6,224,0.906,0.0621,4.56,0.408,0.366,-0.1221,0.878,16148.31,0.1421,0
syn_01617,79503.41,9608.56,0.1209,65090.56,12,36,27.9,22.0,613,0.9612,0.0255,4.9,0.469,0.285,0.119,1.119,40506.74,0.0571,0
syn_01618,32597.87,10563.59,0.3241,16752.48,11,11,18.9,10.8,203,0.8254,0.1069,4.7,0.463,0.433,0.0458,1.046,15649.32,0.166,0
syn_01619,18366.54,8039.8,0.4377,7346.62,5,5,10.6,10.4,110,0.8083,0.1509,4.35,0.501,0.389,-0.1807,0.819,8699.51,0.3513,1
syn_01620,74460.12,14815.44,0.199,52236.96,12,27,23.6,15.8,374,0.9778,0.014,4.82,0.602,0.41,0.0397,1.04,41996.79,0.0629,0
syn_01621,17816.87,11084.26,0.6221,7126.75,3,3,13.3,7.0,92,0.685,0.1989,4.28,0.385,0.285,-0.2969,0.703,10306.74,0.5232,1
syn_01622,65372.64,9558.67,0.1462,51034.63,12,37,25.1,17.5,438,0.9504,0.0371,4.95,0.531,0.207,0.0766,1.077,31411.77,0.1454,0
syn_01623,20136.92,8329.38,0.4136,8054.77,3,3,9.8,9.8,95,0.7224,0.3082,4.21,0.689,0.229,-0.2731,0.727,9600.7,0.2859,1
syn_01624,51140.05,6011.41,0.1175,42122.93,12,30,22.2,20.9,463,0.9625,0.0508,4.87,0.432,0.377,0.0699,1.07,21396.88,0.182,0
syn_01625,23295.34,10295.41,0.442,9318.14,12,13,10.0,10.7,106,0.7238,0.1809,4.49,0.542,0.319,-0.3186,0.681,11064.06,0.3498,1
syn_01626,59186.71,6874.45,0.1161,48875.03,12,47,23.6,14.4,339,0.9899,0.0248,4.84,0.6,0.257,0.1243,1.124,31147.66,0.1483,0
syn_01627,37929.22,13909.5,0.3667,17064.97,12,22,22.8,13.1,299,0.8302,0.082,4.65,0.453,0.219,-0.0866,0.913,19682.59,0.2569,1
syn_01628,41715.25,12360.19,0.2963,23174.97,12,21,16.9,13.9,234,0.9142,0.0949,4.68,0.512,0.254,-0.0555,0.944,18050.39,0.1681,1
syn_01629,48871.31,7972.65,0.1631,36912.34,12,37,24.0,19.0,456,0.9299,0.0468,4.9,0.311,0.231,0.1442,1.144,26553.71,0.2292,0
syn_01630,46130.01,11546.2,0.2503,28810.7,12,22,18.7,9.3,173,0.8669,0.1278,4.7,0.392,0.28,-0.0352,0.965,24159.54,0.0992,0
syn_01631,46244.05,13763.33,0.2976,25599.06,12,19,19.6,11.8,231,0.9128,0.1292,4.71,0.594,0.205,-0.1194,0.881,23741.89,0.1892,1
syn_01632,36451.65,12573.89,0.3449,17590.82,11,11,22.1,11.7,259,0.9008,0.1305,4.6,0.608,0.262,-0.0348,0.965,21643.91,0.225,1
syn_01633,26883.13,13006.9,0.4838,10753.25,4,4,15.1,7.7,116,0.7752,0.1727,4.21,0.343,0.423,-0.32,0.68,14536.82,0.3283,1
syn_01634,71323.17,5790.76,0.0812,62637.03,12,40,23.5,17.4,410,0.9494,0.0559,4.83,0.632,0.226,0.1374,1.137,29037.76,0.1,0
syn_01635,33952.42,11703.84,0.3447,16396.66,10,10,21.1,9.2,194,0.8731,0.1109,4.52,0.387,0.408,-0.0348,0.965,20010.01,0.244,1
syn_01636,54383.51,11020.43,0.2026,37852.86,12,30,26.9,13.2,356,0.9207,0.0246,4.78,0.564,0.201,0.0761,1.076,22384.79,0.165,0
syn_01637,63973.75,10521.62,0.1645,48191.33,12,33,28.7,21.0,602,0.9276,0.0233,4.94,0.655,0.369,0.1149,1.115,29036.56,0.0856,0
syn_01638,71725.88,14643.79,0.2042,49760.2,12,39,23.6,21.9,515,0.9307,0.04,4.9,0.499,0.232,0.0338,1.034,30255.27,0.1014,0
syn_01639,78597.91,14695.62,0.187,56554.48,12,21,28.8,13.3,383,0.9676,0.0122,4.93,0.582,0.448,0.0262,1.026,38229.29,0.0491,0
syn_01640,73747.57,11871.28,0.161,55940.65,12,31,22.3,20.6,458,0.9236,0.0185,4.77,0.401,0.232,-0.0344,0.966,43436.91,0.0438,0
syn_01641,28378.98,8618.24,0.3037,15451.62,11,11,18.2,10.9,198,0.8645,0.1202,4.65,0.496,0.305,0.0656,1.066,14345.18,0.2504,1
syn_01642,46931.91,11900.05,0.2536,29081.84,12,22,17.8,13.9,247,0.8718,0.1008,4.68,0.517,0.402,-0.0116,0.988,22677.74,0.2093,1
syn_01643,47428.78,16300.28,0.3437,22978.36,12,18,18.7,13.1,245,0.8859,0.0612,4.62,0.337,0.308,0.0209,1.021,21061.97,0.1475,1
syn_01644,55753.0,9705.94,0.1741,41194.09,12,28,24.6,18.7,460,0.9745,0.0481,4.84,0.437,0.223,0.0636,1.064,23741.8,0.1264,0
syn_01645,66056.0,11358.34,0.172,49018.49,12,29,24.3,19.0,462,0.9856,0.0426,4.79,0.51,0.38,0.0659,1.066,28130.61,0.1192,0
syn_01646,51893.5,6441.5,0.1241,42231.25,12,34,26.6,14.4,383,0.9416,0.0452,4.9,0.484,0.227,-0.0318,0.968,29607.79,0.1579,0
syn_01647,25157.06,16240.1,0.6455,10062.83,4,4,17.0,7.6,128,0.7986,0.3411,4.17,0.315,0.402,-0.2062,0.794,11971.12,0.1908,1
syn_01648,50520.62,5818.54,0.1152,41792.81,12,37,27.1,15.5,419,0.9558,0.0558,4.76,0.698,0.245,0.1122,1.112,29031.22,0.071,0
syn_01649,19989.2,11632.43,0.5819,7995.68,12,13,15.2,7.4,112,0.6775,0.2311,4.42,0.419,0.304,-0.1158,0.884,11294.04,0.2828,1
syn_01650,35139.03,13230.28,0.3765,15293.6,11,11,20.5,11.0,224,0.8864,0.1289,4.65,0.579,0.219,-0.0949,0.905,15441.15,0.1139,1
syn_01651,35793.37,9291.96,0.2596,21855.42,12,21,20.1,14.0,280,0.8249,0.1137,4.66,0.307,0.359,-0.0115,0.989,16956.21,0.2207,1
syn_01652,39962.66,13060.52,0.3268,20371.88,11,11,17.8,11.8,209,0.911,0.0984,4.66,0.44,0.257,-0.1419,0.858,23327.74,0.1118,1
syn_01653,32929.85,10082.67,0.3062,17805.85,10,10,18.3,12.5,229,0.8538,0.0954,4.72,0.614,0.338,0.0534,1.053,14062.16,0.2723,1
syn_01654,72338.73,14094.63,0.1948,51196.78,12,42,23.3,15.4,360,0.9407,0.0354,4.78,0.642,0.206,0.0271,1.027,39572.72,0.0641,0
syn_01655,29704.98,10724.0,0.361,13618.99,8,8,21.1,13.9,293,0.8674,0.1374,4.54,0.331,0.211,-0.0926,0.907,13084.82,0.1618,1
syn_01656,70303.68,11158.1,0.1587,53566.53,12,18,23.5,15.1,354,0.9768,0.0351,4.91,0.352,0.302,0.0406,1.041,28537.63,0.0731,0
syn_01657,77870.08,15833.23,0.2033,54120.23,12,24,23.4,16.2,378,0.9734,0.0204,4.89,0.415,0.212,0.09,1.09,35720.43,0.1141,0
syn_01658,44914.14,15689.33,0.3493,21380.14,9,9,16.2,13.3,215,0.9062,0.1195,4.51,0.492,0.417,0.0473,1.047,23548.92,0.1869,1
syn_01659,75668.36,6331.97,0.0837,66170.41,12,21,28.4,15.8,446,0.9556,0.0166,4.96,0.543,0.432,0.1,1.1,35061.25,0.1496,0
syn_01660,78752.28,7980.16,0.1013,66782.05,12,39,28.0,16.8,470,0.9713,0.0247,4.83,0.7,0.351,-0.0446,0.955,34439.12,0.1491,0
syn_01661,20062.87,11923.13,0.5943,8025.15,3,3,9.9,7.9,78,0.7253,0.1854,4.23,0.602,0.209,-0.0599,0.94,11181.33,0.2962,1
syn_01662,76955.27,12644.37,0.1643,57988.72,12,41,22.4,16.6,370,0.9252,0.0474,4.76,0.485,0.378,-0.0129,0.987,39052.51,0.0877,0
syn_01663,57707.82,7473.62,0.1295,46497.39,12,34,26.3,17.4,457,0.9706,0.038,4.93,0.312,0.309,0.0387,1.039,26892.17,0.1286,0
syn_01664,45540.33,12575.89,0.2761,26676.5,12,23,19.6,9.3,182,0.8441,0.1297,4.53,0.646,0.387,-0.0907,0.909,19820.47,0.2122,1
syn_01665,62215.81,7687.46,0.1236,50684.61,12,33,27.8,17.2,478,0.9242,0.0237,4.8,0.522,0.435,0.1275,1.127,30356.63,0.1419,0
syn_01666,23702.08,16080.41,0.6784,9480.83,12,13,12.2,10.2,124,0.8046,0.3299,4.45,0.393,0.32,-0.228,0.772,12638.16,0.2234,1
syn_01667,46714.51,16457.46,0.3523,22028.33,12,17,21.5,12.5,268,0.9034,0.0837,4.55,0.348,0.314,0.0631,1.063,21754.71,0.1747,0
syn_01668,68309.94,14620.01,0.214,46379.93,12,34,26.6,21.0,556,0.9589,0.0413,4.77,0.517,0.421,-0.0233,0.977,35579.74,0.1203,0
syn_01669,20132.76,11934.58,0.5928,8053.1,4,4,11.4,6.6,75,0.7883,0.3459,4.42,0.661,0.389,-0.1929,0.807,9906.74,0.3334,1
syn_01670,33687.89,7958.15,0.2362,21750.66,12,23,21.8,15.0,326,0.8778,0.0653,4.7,0.481,0.425,-0.133,0.867,18342.84,0.2149,0
syn_01671,78307.81,8471.65,0.1082,65600.33,12,29,26.0,16.5,429,0.9742,0.0165,4.85,0.545,0.43,0.0898,1.09,46067.99,0.0851,1
syn_01672,71317.4,6412.03,0.0899,61699.36,12,35,22.2,17.2,380,0.9754,0.018,4.94,0.387,0.325,0.0813,1.081,35432.97,0.084,0
syn_01673,28870.44,6429.22,0.2227,19226.62,10,10,18.3,9.4,172,0.9004,0.1498,4.52,0.458,0.324,-0.0505,0.95,16548.59,0.1439,0
syn_01674,76778.7,7020.65,0.0914,66247.73,12,18,28.7,14.2,407,0.9623,0.06,4.78,0.332,0.259,0.0348,1.035,45572.92,0.1306,0
syn_01675,53774.61,4606.38,0.0857,46865.05,12,45,26.1,16.1,420,0.9484,0.016,4.92,0.31,0.254,0.0703,1.07,30419.49,0.1167,0
syn_01676,28267.52,7949.7,0.2812,16342.98,12,23,16.4,10.9,179,0.8606,0.1429,4.52,0.316,0.437,0.0287,1.029,12374.04,0.2255,1
syn_01677,76085.37,6936.53,0.0912,65680.57,12,35,25.9,20.4,528,0.989,0.0462,4.81,0.486,0.44,0.0899,1.09,34999.79,0.1229,0
syn_01678,26828.06,17906.71,0.6675,10731.23,12,12,15.6,9.2,142,0.6541,0.1678,4.16,0.425,0.398,-0.3429,0.657,11161.83,0.1895,1
syn_01679,76304.07,9722.11,0.1274,61720.91,12,22,26.9,15.6,419,0.955,0.0508,4.79,0.317,0.321,0.1455,1.145,37633.03,0.0476,0
syn_01680,31760.27,10080.99,0.3174,16638.78,12,16,22.4,12.7,285,0.8921,0.0903,4.55,0.583,0.384,-0.0912,0.909,17276.19,0.2267,1
syn_01681,69526.02,5678.94,0.0817,61007.62,12,40,22.4,18.8,421,0.9469,0.0173,4.76,0.59,0.271,-0.0181,0.982,31598.66,0.1671,0
syn_01682,36089.66,8179.65,0.2266,23820.18,10,10,17.5,9.4,165,0.8588,0.1359,4.59,0.669,0.214,0.0413,1.041,17976.05,0.22,1
syn_01683,36820.83,9870.35,0.2681,22015.31,12,17,19.0,14.2,270,0.9037,0.1447,4.58,0.511,0.342,-0.061,0.939,15148.46,0.1117,0
syn_01684,77382.68,12243.53,0.1582,59017.38,12,32,23.8,13.3,315,0.9435,0.0386,4.76,0.612,0.33,0.072,1.072,34304.74,0.0996,0
syn_01685,53123.83,8275.92,0.1558,40709.94,12,46,24.2,17.7,430,0.9587,0.0145,4.9,0.571,0.215,0.0769,1.077,30911.07,0.1868,0
syn_01686,72777.32,12391.54,0.1703,54190.01,12,43,28.1,19.4,544,0.9564,0.059,4.91,0.304,0.249,0.0703,1.07,30531.36,0.0918,0
syn_01687,74428.12,12743.15,0.1712,55313.4,12,27,23.2,20.1,465,0.9553,0.0356,4.83,0.375,0.228,0.1229,1.123,43255.54,0.0788,0
syn_01688,35322.99,13725.11,0.3886,14735.32,12,18,22.8,10.2,233,0.8777,0.0605,4.68,0.344,0.21,-0.0547,0.945,15879.65,0.1461,0
syn_01689,73389.42,11481.68,0.1564,56166.9,12,36,26.1,20.2,526,0.957,0.0406,4.87,0.439,0.445,0.1261,1.126,40158.79,0.0698,0
syn_01690,16849.89,11208.55,0.6652,6739.95,12,13,11.6,5.1,59,0.7165,0.2469,4.15,0.436,0.431,-0.1887,0.811,8837.26,0.5102,1
syn_01691,56467.18,11583.28,0.2051,39092.26,12,31,22.7,16.7,378,0.9485,0.0544,4.8,0.437,0.253,0.079,1.079,23106.65,0.0746,0
syn_01692,35195.82,13959.77,0.3966,14256.17,12,23,17.0,14.6,249,0.855,0.0942,4.62,0.312,0.276,0.0152,1.015,17741.59,0.2363,1
syn_01693,65865.59,11815.36,0.1794,48142.55,12,34,27.0,15.1,408,0.9739,0.011,4.91,0.389,0.354,-0.0296,0.97,32575.57,0.1452,1
syn_01694,33175.23,10740.39,0.3237,17064.64,12,14,20.4,11.5,234,0.9077,0.1071,4.51,0.691,0.28,-0.0987,0.901,15275.7,0.2021,1
syn_01695,76316.5,14533.47,0.1904,54516.29,12,18,23.4,21.4,500,0.9421,0.0446,4.94,0.514,0.218,0.0982,1.098,32598.22,0.1475,0
syn_01696,36110.34,9567.89,0.265,21758.51,12,23,16.1,10.4,168,0.89,0.142,4.52,0.586,0.409,-0.0228,0.977,19670.16,0.2263,1
syn_01697,57657.06,6332.28,0.1098,48158.64,12,40,23.3,16.2,378,0.9225,0.0241,4.9,0.585,0.202,0.0796,1.08,31279.93,0.0635,0
syn_01698,52083.49,11159.7,0.2143,35343.94,12,22,24.6,17.7,437,0.9714,0.0124,4.81,0.603,0.274,0.1164,1.116,27365.18,0.2066,0
syn_01699,60395.03,5273.01,0.0873,52485.52,12,25,25.4,19.7,498,0.956,0.0136,4.85,0.533,0.272,0.0918,1.092,35514.12,0.0583,0
syn_01700,30642.31,8195.18,0.2674,18349.55,12,13,20.5,9.3,190,0.8473,0.0787,4.55,0.667,0.215,0.007,1.007,13998.23,0.2922,1
syn_01701,59918.45,8300.34,0.1385,47467.95,12,30,23.4,14.3,336,0.9556,0.0564,4.84,0.628,0.347,-0.0413,0.959,32462.56,0.1561,0
syn_01702,51977.87,10949.77,0.2107,35553.21,12,27,26.5,13.2,350,0.9664,0.0324,4.97,0.375,0.375,0.1138,1.114,23700.75,0.0874,0
syn_01703,68690.81,11601.75,0.1689,51288.18,12,18,23.0,16.1,371,0.961,0.0169,4.95,0.415,0.402,-0.0445,0.955,39619.39,0.0571,0
syn_01704,49251.7,4035.91,0.0819,43197.83,12,26,24.5,14.8,361,0.9388,0.051,4.79,0.478,0.232,0.106,1.106,26335.42,0.1843,0
syn_01705,26443.12,17019.44,0.6436,10577.25,9,9,9.6,6.2,60,0.6747,0.3145,4.46,0.497,0.36,-0.1916,0.808,15148.65,0.1899,1
syn_01706,55110.41,10353.84,0.1879,39579.65,12,28,26.9,16.2,436,0.9425,0.0101,4.76,0.502,0.296,0.0747,1.075,28273.81,0.1385,0
syn_01707,66439.94,6175.22,0.0929,57177.11,12,42,26.5,16.8,446,0.9768,0.0559,4.89,0.66,0.25,0.0963,1.096,32419.3,0.0528,0
syn_01708,74331.16,14797.0,0.1991,52135.66,12,38,26.5,20.5,543,0.969,0.0144,4.93,0.429,0.242,-0.0141,0.986,38731.73,0.069,0
syn_01709,63133.15,11843.95,0.1876,45367.22,12,18,28.0,20.4,571,0.9492,0.0465,4.82,0.641,0.357,-0.0389,0.961,29687.78,0.1439,0
syn_01710,33957.29,7976.93,0.2349,21991.9,12,20,17.2,9.6,164,0.8443,0.1014,4.73,0.573,0.232,0.0506,1.051,20210.62,0.2448,1
syn_01711,35082.09,12670.55,0.3612,16076.26,12,22,17.0,13.1,223,0.8221,0.0736,4.68,0.655,0.399,0.0137,1.014,17699.87,0.2237,0
syn_01712,30412.18,7697.67,0.2531,18865.68,12,17,21.7,13.8,300,0.8814,0.0995,4.51,0.343,0.33,-0.0747,0.925,15292.36,0.2145,1
syn_01713,75579.65,10689.23,0.1414,59545.8,12,47,29.0,17.6,511,0.9317,0.0378,4.8,0.414,0.223,0.0773,1.077,33463.67,0.1513,0
syn_01714,72037.8,6363.39,0.0883,62492.71,12,39,24.4,15.6,380,0.9273,0.0281,4.82,0.358,0.424,0.0769,1.077,36669.52,0.152,0
syn_01715,51406.84,6341.3,0.1234,41894.9,12,23,25.9,21.9,566,0.9755,0.029,4.88,0.353,0.25,0.0747,1.075,23272.37,0.2024,0
syn_01716,36185.25,15052.27,0.416,14474.1,12,21,17.5,11.5,201,0.8579,0.1437,4.57,0.422,0.403,-0.0417,0.958,17938.72,0.1416,1
syn_01717,24833.52,11465.88,0.4617,9933.41,3,3,10.4,8.6,89,0.77,0.2229,4.12,0.509,0.329,-0.0774,0.923,13550.82,0.3283,1
syn_01718,57563.59,9282.55,0.1613,43639.76,12,41,23.9,16.8,402,0.9345,0.0417,4.85,0.534,0.302,-0.0468,0.953,29114.12,0.0565,0
syn_01719,38574.72,14561.02,0.3775,16733.19,12,23,21.3,14.5,309,0.8414,0.1345,4.73,0.422,0.244,-0.0597,0.94,15799.93,0.1525,1
syn_01720,74423.89,10715.84,0.144,58350.13,12,34,27.7,15.8,437,0.9603,0.0204,4.84,0.314,0.227,0.1215,1.122,32594.1,0.0664,0
syn_01721,41082.91,14783.27,0.3598,18908.01,12,12,18.4,11.8,218,0.8604,0.1453,4.58,0.415,0.314,-0.1078,0.892,19148.62,0.1508,1
syn_01722,34743.3,10731.8,0.3089,18645.6,12,22,22.3,11.2,248,0.8681,0.1414,4.7,0.7,0.394,-0.094,0.906,18393.39,0.1712,1
syn_01723,70319.62,9458.73,0.1345,56131.52,12,18,26.4,18.5,487,0.9537,0.0572,4.76,0.591,0.26,0.0924,1.092,32153.08,0.0951,0
syn_01724,66567.48,12040.75,0.1809,48506.36,12,25,24.3,18.4,448,0.9777,0.0147,4.91,0.629,0.211,0.0146,1.015,32675.92,0.0616,0
syn_01725,66846.14,12178.31,0.1822,48578.68,12,33,23.8,20.6,490,0.9867,0.035,4.92,0.561,0.253,0.055,1.055,35747.82,0.0542,0
syn_01726,45903.01,17814.24,0.3881,19181.65,9,9,20.8,9.4,195,0.8409,0.1373,4.53,0.53,0.293,-0.1141,0.886,25024.69,0.1582,1
syn_01727,60384.4,11040.22,0.1828,43824.07,12,34,22.7,18.6,422,0.9506,0.0303,4.8,0.459,0.267,-0.0439,0.956,32288.62,0.176,0
syn_01728,23648.66,12211.47,0.5164,9459.46,10,10,15.8,9.3,146,0.6981,0.2659,4.28,0.434,0.286,-0.348,0.652,13608.24,0.361,1
syn_01729,61068.15,6444.28,0.1055,51401.72,12,47,26.3,15.1,397,0.9274,0.0125,4.76,0.535,0.207,0.0362,1.036,34374.71,0.112,0
syn_01730,20849.67,9819.49,0.471,8339.87,6,6,14.8,7.9,117,0.6725,0.1619,4.4,0.412,0.269,-0.2789,0.721,10427.22,0.2489,1
syn_01731,40334.55,16577.61,0.411,16133.82,10,10,21.9,9.4,205,0.852,0.0728,4.74,0.304,0.303,0.0768,1.077,18798.33,0.1341,1
syn_01732,16660.66,7420.54,0.4454,6664.26,12,12,12.3,9.7,118,0.754,0.2479,4.35,0.508,0.274,-0.3211,0.679,6690.71,0.4134,1
